4.444367805820197859e+00 -6.126527675149619157e+00
7.467446560847180059e+00 -9.710949055163736077e+00
8.245766037494211886e+00 -9.219450680877818272e+00
8.731408691441641778e+00 -9.559748675557219855e+00
8.127429110110840682e+00 -8.042053333539184834e+00
5.126919335574390502e+00 -6.634593913087607042e+00
7.363557035114504323e+00 -9.678600125832980794e+00
6.907352906559585115e+00 -8.075525474417336369e+00
8.311496428327407315e+00 -9.849475860610469979e+00
8.109757765557848330e+00 -1.474534009129764911e+01
6.568254976485141228e+00 -5.697973960792562131e+00
4.235328036798843954e+00 -1.545844348027043580e+01
8.301456563841096425e+00 -9.373139030282242601e+00
7.982098063936798660e+00 -1.010418077484872157e+01
7.922928050664131305e+00 -8.951978830982017854e+00
6.909237593872542327e+00 -9.259731758556306147e+00
1.097252207132867952e+01 -1.345526075981729264e+01
8.475625047270904489e+00 -1.062640210121239726e+01
9.908801978287419487e+00 -7.835814777498215200e+00
8.337622426169003731e+00 -9.538386587277708273e+00
1.046798558605048690e+01 -2.871495570002170261e+00
7.254336355235935230e+00 -4.822221574072248274e+00
5.048765076722464329e+00 -6.176479088704395437e+00
7.359860690859680865e+00 -1.008269144982421217e+01
7.926136640252020804e+00 -9.407439809154894306e+00
1.041136197602590308e+01 -9.496685167026560848e+00
4.161361889854320317e+00 -1.187834158476426438e+01
7.761092449321613351e+00 -1.194417384329984344e+01
9.424135916689353465e+00 -1.471170515725027883e+01
1.235572924423547292e+01 -9.006670729587257895e+00
1.077619395552173742e+01 -1.468371696252819802e+01
1.285666366785965309e+01 -6.175227641382988963e+00
3.187567706666929901e+00 -1.210071704948733817e+01
1.045942869394820107e+01 -3.849432696131174225e+00
7.157801581197650087e+00 -1.089123124400087939e+01
1.171481234484674872e+01 -1.349991601918422823e+01
5.835415037988121334e+00 -1.600208456852907801e+01
6.755872095753981732e+00 -4.981248767063906513e+00
1.158743710084577927e+01 -5.487421075345961796e+00
1.223526301511194525e+01 -5.502126763303247792e+00
9.005810760881880483e+00 -9.643937668260869955e+00
1.070607911433675952e+01 -6.801206452922878398e+00
4.996360767373714040e+00 -8.960495061504939684e+00
6.647718174052451801e+00 -1.304846070781946921e+01
1.117396789585928474e+01 -6.090277497087509317e+00
7.493388258500658594e+00 -9.548261847307550454e+00
9.108250859319046100e+00 -1.380583888620671118e+01
7.397645783034074718e+00 -1.521346375583720700e+01
6.690482751006179285e+00 -8.460158605873418836e+00
1.193623394374121105e+01 -1.500699805982578283e+01
3.399345427283709142e+00 -1.196951002946846820e+01
1.160918342605914688e+01 -7.582109524375197473e+00
8.943063761138986933e+00 -1.109797267355577688e+01
5.791158045181735048e+00 -7.457085923101788083e+00
3.104641098807239707e+00 -6.756018787543192516e+00
5.619423695941936359e+00 -1.556660062680686707e+01
1.263281430325545784e+01 -6.207063708705387484e+00
6.573495659467051944e+00 -9.584566610295981448e+00
9.339832948634473553e+00 -4.645274772524452089e+00
8.793290791511312321e+00 -1.026917980684701170e+01
1.143209974380241434e+01 -8.020070017392846751e+00
7.972191739834863178e+00 -9.934063394176636308e+00
8.560721062562715034e+00 -1.014899260368571632e+01
1.027497563777992795e+01 -5.329284205684494680e+00
5.061254225603594392e+00 -7.097976534005946192e+00
5.159680470794093310e+00 -6.332021039152382791e+00
4.255663781132557943e+00 -6.117551054126945331e+00
3.729973114086873487e+00 -1.226456210238441891e+01
8.832728413012370439e+00 -1.223882811676720195e+01
8.967521656595497603e+00 -9.646264346636982623e+00
8.336573647158187939e+00 -9.312956533065248621e+00
1.009942392866096306e+01 -8.972390266801381742e+00
4.584102958496599101e+00 -1.265965653690076209e+01
7.125517868568677748e+00 -1.374402929984199773e+01
1.321781494649396294e+01 -1.324283599710995496e+01
1.317427799600543281e+01 -1.127607607286990898e+01
5.636245396762375570e+00 -9.895428727989418860e+00
4.162977787121715068e+00 -1.002584583018527908e+01
4.686289606003818164e+00 -1.305282255001971592e+01
1.200696632098105709e+01 -1.374272470296227411e+01
8.740346639428224762e+00 -6.427112834836847810e+00
7.311468874518343597e+00 -1.026795581970076654e+01
1.151972114960381965e+01 -7.594952379662744946e+00
9.825054726559939056e+00 -6.897857371076803190e+00
1.306275963142848795e+01 -1.171695170629201677e+01
8.739699301200102965e+00 -7.882745240685320454e+00
3.344893852738210605e+00 -9.615142017192498614e+00
5.386757049386249108e+00 -1.120520957426077224e+01
1.218836203887692093e+01 -1.140297911552267607e+01
5.021550270354524059e+00 -1.386707302769329608e+01
1.024645462408932950e+01 -1.169248718173687251e+01
8.071858660329066737e+00 -1.038843955213307524e+01
8.036960879246054290e+00 -1.004335188045336125e+01
7.850423329934603345e+00 -9.925622240343507485e+00
1.206464219087830791e+01 -1.325470914721347526e+01
8.706713706267654729e+00 -9.894522679285890021e+00
5.803149361684551977e+00 -1.233874641653518012e+01
1.087457830914022061e+01 -7.508517958861847141e+00
8.167828710713353146e+00 -8.090614820833195608e+00
1.288063861352652140e+01 -5.670936624000731285e+00
5.035925103546134096e+00 -1.473262436347918936e+01
5.221095622423638893e+00 -1.393609867419135639e+01
1.399106176857424089e+01 -9.349314711967656066e+00
1.337354613305012130e+01 -1.139970614859224263e+01
8.226930155935276545e+00 -1.053438739283222780e+01
7.573990364658231833e+00 -6.648260113615710232e+00
9.152597744963877346e+00 -9.543269150669168255e+00
1.199609327949618631e+01 -1.301254597951433922e+01
3.483799687031188697e+00 -1.191801763865444386e+01
8.017958769832494781e+00 -1.317799766124411320e+01
3.179092691369946877e+00 -1.042273513865925061e+01
6.670602501915254834e+00 -9.217038693350602330e+00
9.130357673092133197e+00 -1.395032823212915929e+01
5.188825194862077161e+00 -1.159366455993361278e+01
1.342675590038519218e+01 -9.470132406010034032e+00
8.171321698788357679e+00 -1.025364393449469880e+01
7.538993952395259157e+00 -1.420603254733921261e+01
9.111960421304205582e+00 -9.166631127997140638e+00
6.871111186486150935e+00 -1.243665585664376572e+01
8.398731486805965929e+00 -1.012921284372154851e+01
1.274362131484543070e+01 -1.134567089610802704e+01
6.064034834397332929e+00 -1.639920723822405080e+01
1.393970528731893310e+01 -8.594988406103194478e+00
8.021101323860282406e+00 -9.295230785181649580e+00
4.846169298978238338e+00 -1.101969599939731737e+01
5.481519326521730129e+00 -6.738030363607894202e+00
9.595982172781162944e+00 -6.184989036409284324e+00
7.766408900635979329e+00 -9.795303197853879595e+00
1.079070197308736567e+01 -1.211758124131738334e+01
8.101505932141218835e+00 -9.453337016476577759e+00
7.164790815291144810e+00 -1.056982996727409230e+01
6.814736106161549678e+00 -4.902948609673860147e+00
6.436715176665186888e+00 -1.041639910510681943e+01
3.813031873577995334e+00 -1.005985924319940317e+01
8.299482315551484746e+00 -7.905554459022328118e+00
1.193720961773392553e+01 -1.392009918096298371e+01
7.998229766567842347e+00 -9.495703023386736774e+00
5.553828869323394812e+00 -4.729061996753064712e+00
3.262703884875170601e+00 -1.235493246577341253e+01
1.273123905595330640e+01 -8.629268397586443484e+00
1.383613002888464649e+01 -9.948400399757741042e+00
6.458230555244500515e+00 -1.148782386617389406e+01
6.321983395493933955e+00 -9.109775977461875840e+00
9.190247467642841173e+00 -1.453820619492053545e+01
9.668852357920282969e+00 -4.522820587907207646e+00
8.565138124819913656e+00 -1.147501904751278268e+01
1.308893402052998134e+01 -8.467412277150339506e+00
1.187668466261534661e+01 -1.360431465714940202e+01
7.905263100075228699e+00 -9.495178346116988521e+00
1.136583716336510363e+01 -8.662215619294196145e+00
1.147977168736150766e+01 -1.426420036336154240e+01
2.970346022876525716e+00 -1.227355691845469110e+01
1.059979701604714108e+01 -1.315768671890690378e+01
1.067428801992532073e+01 -9.185448013193639127e+00
1.345089488542453893e+01 -1.305891202801809925e+01
5.789673497439673966e+00 -1.041084566084950858e+01
1.202175787717747468e+01 -1.121710445692074742e+01
7.073014313250824969e+00 -1.030344557990461318e+01
1.407355624109969128e+01 -1.313328131540529675e+01
7.236853604086328495e+00 -1.026013543204265588e+01
9.676219477089773591e+00 -4.607799248051529517e+00
5.069239953058984227e+00 -9.108528940328758594e+00
1.509069974432002503e+01 -8.820415316291812857e+00
9.297874941054207198e+00 -6.224331840629380608e+00
1.194879552575230264e+01 -4.155500263740818490e+00
9.979785284222236541e+00 -5.678592664755352182e+00
